Umbrella Cell Type,Specific Cell Type,Brain Region,Gene Symbol (Human),Gene Symbol (Mouse),Species,Age,Statistical Criterion,Specificity,Comparison,Platform,Citation,Tag,CellType_Primary
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",MOG,Mog,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",SLCO3A1,Slco3a1,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",APOD,Apod,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",SCIN,Gsn,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",PDLIM2,Pdlim2,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",PRR18,Prr18,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",INF2,Inf2,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",TPPP2,Tppp3,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",TBC1D8,Tbc1d9b,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",NOL3,Nol3,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",CENPB,Cenpb,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",SLC45A3,Slc45a3,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",CARNS1,Carns1,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",OPALIN,Opalin,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",ARSG,Arsg,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",RFTN1,Rftn1,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",ADAP1,Adap1,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",PLEKHB1,Plekhb1,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",LTF,Trf,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",INSC,Insc,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",CRYAB,Cryab,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",KIF5B,Kif5a,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",TRAK1,Trak2,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Oligodendrocyte,Myelinating,"Cortex, Meninges Removed",CLDN11,Cldn11,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Oligodendrocyte_Myelinating_Zhang_JNeuro_2014,Oligodendrocyte
Astrocyte,All,"Cortex, Meninges Removed",HGF,Hgf,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",AQP4,Aqp4,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",ITIH2,Itih3,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",BMPR1A,Bmpr1b,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",ITGA7,Itga7,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",PLCD4,Plcd4,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",GRM1,Grm3,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",SLC14A2,Slc14a1,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",PHKG2,Phkg1,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",PLA2G3,Pla2g3,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",CBSL,Cbs,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",PAQR5,Paqr6,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",ALDH1L2,Aldh1l1,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",CTH,Cth,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",CCDC80,Ccdc80,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",FMO2,Fmo1,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",SLC30A10,Slc30a10,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",SLC6A1,Slc6a11,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",FGFR1,Fgfr3,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",SLC4A5,Slc4a4,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",GDPD2,Gdpd2,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",PPP1R3C,Ppp1r3c,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",GRHL2,Grhl1,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",ENTPD2,Entpd2,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",ERBB2,Egfr,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",NA,Al464131,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",ARGFX,Otx1,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",NWD1,Nwd1,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",ATP13A2,Atp13a4,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",KCNN2,Kcnn3,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",PTX3,Ptx3,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",SORCS1,Sorcs2,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",TNR,Tnc,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",SOX1,Sox9,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",ABCD1,Abcd2,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",FZD9,Fzd10,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",LRIG2,Lrig1,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",MLC1,Mlc1,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",CHRDL1,Chrdl1,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Astrocyte,All,"Cortex, Meninges Removed",DLD,Aifm3,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Astrocyte_All_Zhang_JNeuro_2014,Astrocyte
Neuron,All,"Cortex, Meninges Removed",RELN,Reln,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",NHLH2,Nhlh2,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",SLC17A7,Slc17a6,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",TP53,Trp73,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",LHX5,Lhx5,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",NA,Lhx1as,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",DLX6-AS1,Dlx6os1,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",SST,Sst,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",KIAA1324L,5330417c22Rik,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",MAB21L2,Mab21l1,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",SNHG11,Snhg11,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",MRAP2,Mrap2,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",DLX1,Dlx1,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",NA,Tmem90a,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",ISLR2,Islr2,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",NA,Igfbp1l,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",GDF5,Gdf5,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",STMN2,Stmn2,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",ECEL1,Ecel1,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",ROBO1,Robo2,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",NA,Dlx1as,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",CELF3,Celf4,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",CELF6,Celf6,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",NXPH4,Nxph4,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",GRM2,Grm2,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",PYY,Npy,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",TBR1,Tbr1,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",SLC32A1,Slc32a1,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",DLX2,Dlx2,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",NPAS4,Npas4,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",EBF2,Ebf3,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",BCL11B,Bcl11a,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",CACNA2D1,Cacna2d2,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",CLSTN1,Clstn2,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",DPYSL5,Dpysl5,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",NA,Vstmn2l,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",TMEM130,Tmem130,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",NPPC,Nppc,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",VGF,Vgf,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,All,"Cortex, Meninges Removed",BHLHE22,Bhlhe22,Mice,Young,Enrichment,>20-fold,All Cells in Cortex,RNAseq,Zhang_JNeuro_2014,Neuron_All_Zhang_JNeuro_2014,Neuron_All
Neuron,CorticoThalamic,Cortex,NA,1441898_at,Mice,UNK,Rank,Top 25,Other Identified Cell Types,TRAP+Affymetrix Microarray,Doyle_Cell_2008,Neuron_CorticoThalamic_Doyle_Cell_2008,Neuron_Projection
Neuron,CorticoThalamic,Cortex,NA,1458271_at,Mice,UNK,Rank,Top 25,Other Identified Cell Types,TRAP+Affymetrix Microarray,Doyle_Cell_2008,Neuron_CorticoThalamic_Doyle_Cell_2008,Neuron_Projection
Neuron,CorticoThalamic,Cortex,KIAA1467,8430419l09rik,Mice,UNK,Rank,Top 25,Other Identified Cell Types,TRAP+Affymetrix Microarray,Doyle_Cell_2008,Neuron_CorticoThalamic_Doyle_Cell_2008,Neuron_Projection
Neuron,CorticoThalamic,Cortex,ARHGAP25,Arhgap25,Mice,UNK,Rank,Top 25,Other Identified Cell Types,TRAP+Affymetrix Microarray,Doyle_Cell_2008,Neuron_CorticoThalamic_Doyle_Cell_2008,Neuron_Projection
Neuron,CorticoThalamic,Cortex,CBLN1,Cbln4,Mice,UNK,Rank,Top 25,Other Identified Cell Types,TRAP+Affymetrix Microarray,Doyle_Cell_2008,Neuron_CorticoThalamic_Doyle_Cell_2008,Neuron_Projection
Neuron,CorticoThalamic,Cortex,EPHA1,Epha4,Mice,UNK,Rank,Top 25,Other Identified Cell Types,TRAP+Affymetrix Microarray,Doyle_Cell_2008,Neuron_CorticoThalamic_Doyle_Cell_2008,Neuron_Projection
Neuron,CorticoThalamic,Cortex,EPHA1,Epha4,Mice,UNK,Rank,Top 25,Other Identified Cell Types,TRAP+Affymetrix Microarray,Doyle_Cell_2008,Neuron_CorticoThalamic_Doyle_Cell_2008,Neuron_Projection
Neuron,CorticoThalamic,Cortex,GPC6,Gpc4,Mice,UNK,Rank,Top 25,Other Identified Cell Types,TRAP+Affymetrix Microarray,Doyle_Cell_2008,Neuron_CorticoThalamic_Doyle_Cell_2008,Neuron_Projection
Neuron,CorticoThalamic,Cortex,IL1RAP,Il1rap,Mice,UNK,Rank,Top 25,Other Identified Cell Types,TRAP+Affymetrix Microarray,Doyle_Cell_2008,Neuron_CorticoThalamic_Doyle_Cell_2008,Neuron_Projection
Neuron,CorticoThalamic,Cortex,LAMC1,Lamc2,Mice,UNK,Rank,Top 25,Other Identified Cell Types,TRAP+Affymetrix Microarray,Doyle_Cell_2008,Neuron_CorticoThalamic_Doyle_Cell_2008,Neuron_Projection
Neuron,CorticoThalamic,Cortex,MST1R,Met,Mice,UNK,Rank,Top 25,Other Identified Cell Types,TRAP+Affymetrix Microarray,Doyle_Cell_2008,Neuron_CorticoThalamic_Doyle_Cell_2008,Neuron_Projection
Neuron,CorticoThalamic,Cortex,MYH10,Myh3,Mice,UNK,Rank,Top 25,Other Identified Cell Types,TRAP+Affymetrix Microarray,Doyle_Cell_2008,Neuron_CorticoThalamic_Doyle_Cell_2008,Neuron_Projection
Neuron,CorticoThalamic,Cortex,NOV,Nov,Mice,UNK,Rank,Top 25,Other Identified Cell Types,TRAP+Affymetrix Microarray,Doyle_Cell_2008,Neuron_CorticoThalamic_Doyle_Cell_2008,Neuron_Projection
Neuron,CorticoThalamic,Cortex,NOV,Nov,Mice,UNK,Rank,Top 25,Other Identified Cell Types,TRAP+Affymetrix Microarray,Doyle_Cell_2008,Neuron_CorticoThalamic_Doyle_Cell_2008,Neuron_Projection
Neuron,CorticoThalamic,Cortex,NA,Ntsr,Mice,UNK,Rank,Top 25,Other Identified Cell Types,TRAP+Affymetrix Microarray,Doyle_Cell_2008,Neuron_CorticoThalamic_Doyle_Cell_2008,Neuron_Projection
